source,source_record_id,source_url,name,leadership,religion,nation_line_raw,regent_raw,foundation_raw,address_raw,city,state,postcode,photo_urls
mapeando_axe_2010,3856,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente Centro Espírita Ogum Iara,Fabiana Maciel Pinto,Candomblé,Jêje Mahin,Vodum,1959,"Rua Jorge Carone, Nº34, Nova Cintra",Belo Horizonte,MG,30516-030,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/146_1.jpg
mapeando_axe_2010,3855,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente Cultural  Inzo Musambu Inkisi Kaia,Geni Costa Leite,"Candomblé, Umbanda","Angola, Congo",Kaia,2000,"Rua Rio Grande do Norte, 7, Coronel Nassuca",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2930_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2930_2.jpg
mapeando_axe_2010,3854,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente Cultural Africana Templo de Yemanjá,Carmem Lúcia Silva de Oliveira,"Umbanda, Batuque, Quimbanda",Nagô-Cabinda,"Oxalá, Iemanjá, Maria Padilha",1940,"Rua Wenceslau Fontoura, 226, Santa Rita",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4608_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4608_2.jpg
mapeando_axe_2010,3853,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente O Além dos Orixás,Norma Cotta de Oliveira,Umbanda,Umbanda Lunda Kiokô,Caboclo Ubirajara,1989,"Rua Rio Manaus, Nº169, Riacho",Contagem,MG,32265-530,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1577_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1577_2.jpg
mapeando_axe_2010,3852,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente Ogum Rompe Mato,Gercy Maria Dias da Rocha,Tambor de Mina,Mina,Rompe Mato,2002,"Travessa We Oitenta e Três, 962 - Conjunto Cidade Nova 6, Coqueiro",Ananindeua,PA,67140-240,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1033_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1033_2.jpg
mapeando_axe_2010,3851,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Beneficente Pai Caetano,Teresa Rodrigues de Oliveira,Candomblé,Ketu,Preto Velho Pai Caetano,1994,"Rua Presbíterio João Rosa da Silva, Nº265, Santa Helena",Contagem,MG,32015-190,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1556_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1556_2.jpg
mapeando_axe_2010,3850,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Centro de Umbanda Oxossi e Oxalá,Silvia Maria Troitino Francisco,Umbanda,"Quimbanda, Umbanda / Linha Branca","Oxóssi, Oxalá",1968,"Rua Lino Estácio dos Santos, 335, Oriçó",Gravataí,RS,94010-400,
mapeando_axe_2010,3849,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Comunitária Cabana Espírita Umbandista Pai João Baiano,José Ovídio Paula da Silva,Omolocô,Omolocô,Pai João Baiano,1970,"Rua Mulungu, Nº11, Eldorado",Contagem,MG,32310-380,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3432_1.jpg
mapeando_axe_2010,3848,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Afro-Brasileira do Ilê Axé Babá Abuque,Matilde de Deus Teles do Nascimento,Candomblé,Jêje,Oxalá,2000,"Rua Doutor Moraes, 1026 - Entre Caripunas e Timbiras, Batista Campos",Belém,PA,66045-590,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/317_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/317_2.jpg
mapeando_axe_2010,3847,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Afro-Brasileira Taligenin,Arlison Júnior dos Santos,Umbanda,Angola,Oxóssi,2005,"Rua São Cosme, Nº26, Glória",Belo Horizonte,MG,30870-340,
mapeando_axe_2010,3846,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Beneficente Afro Santa Joana D'Arc,Berenice de Oliveira Gomes,Umbanda,"Ketu, Tambor de Mina",Cabocla Herondina,1971,"Rua Roso Danin, 1165, Canudos",Belém,PA,66070-410,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5398_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5398_2.jpg
mapeando_axe_2010,3845,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Beneficente Afro São Sebastião,Yara Maria Lins de Azevedo,Umbanda,Umbanda/ Linha Branca,"Caboclo Ita, Cabocla Ita",1981,"Rua Roso Danin, 1160, Canudos",Belém,PA,66070-602,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/80_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/80_2.jpg
mapeando_axe_2010,3844,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Ilê Axé Iemanjá e Oxalá,Gildair Terezinha Drum,Batuque,Jêje-Ijexá,Iemanjá,1998,"Rua Mário Quintana, 503, Bonsucesso",Gravataí,RS,94130-180,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3772_2.jpg
mapeando_axe_2010,3843,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Oca Tupinarê,Juvenil Ferreira Reis,"Candomblé, Umbanda",Angola,Xangô,2007,"Rua B, Nº238 A, Santa Cruz - Barreiro de Cima",Belo Horizonte,MG,30642-585,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1935_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1935_2.jpg
mapeando_axe_2010,3842,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Religiosa Ilê Axé Oyá Ajumbê,Maruza Dalva da Silva,Candomblé,,"Ogum, Iansã",1982,"Rua João Luiz Neto, Nº40, Novo das Indústrias",Belo Horizonte,MG,32610-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/357_1.jpg
mapeando_axe_2010,3841,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Cultural Ylê Axé Babaibifunfun,Francisco Adriane Cornélio,Candomblé,Ketu,Orixá,2005,"Rua Itararé, 422, Concórdia",Belo Horizonte,MG,31107-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5145_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5145_2.jpg
mapeando_axe_2010,3840,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Espírita Caboclo Oxóssi Ylê de Xangô,Cícero Lima da Silva,Candomblé,"Jêje Mahin, Jurema, Nagô",Xangô Alafin,1978,"Rua Transamazônica, 575, Nova Esperança",Abreu e Lima,PE,53580-140,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2976_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2976_2.jpg
mapeando_axe_2010,3839,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Espírita Casa de Iemanjá,Ana Paula Costa,Umbanda,Umbanda / Linha Branca,"Sete Saias, Marabó",2008,"Rua Maria José Garcia, 33, Tupi",Belo Horizonte,MG,31842-745,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/139_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/139_2.jpg
mapeando_axe_2010,3838,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Espírita Cultural Ilê Axé Oyá Egum,IVon Carlos de Araújo Ferreira,Jêje Nagô Ebá,Jêje Nagô Ebá,Iansã,1988,"Rua Santa Tereza, 304, Santa Tereza",Olinda,PE,53010-010,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2967_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2967_2.jpg
mapeando_axe_2010,3837,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Espírita de Umbanda Cacique Templo de Oxum,Niltom Luiz Rodrigues,,Ijexá,Oxum,1954,"Rua Clemente Pinto, 530, Fião",São Leopoldo,RS,93020-620,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4942_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4942_2.jpg
mapeando_axe_2010,3836,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Espírita Umbandista Esperança e Luz,IVana Roberta Martins,Umbanda,Umbanda / Linha Branca,Preto Velho Pai Joaquim,,"Av. Serra da Piedade, 160, Morada da Serra",Sabara,MG,34515-640,
mapeando_axe_2010,3835,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Religiosa e Cultural de Culto Afro Brasileiro Ñzo Matujinan Mutakalambo Danda Lunda,Neida de Jesus Rabelo,Candomblé,Angola,"Orixá, Enquice",1985,"Rua Pedro Luiz de Lima, 306, Floramar",Belo Horizonte,MG,31765-410,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/173_2.jpg
mapeando_axe_2010,3834,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Religiosa e Cultural de Culto Afro-Brasileiros Seara dos Pretos Velhos Mãe Rosa,José Reinaldo Alves da Silva,Candomblé,Angola Lokumbata,Mãe Rosa,1997,"Rua Estrela, 100, Juliana",Belo Horizonte,MG,31744-593,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4079_1.jpg
mapeando_axe_2010,3833,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Social e Cultural Bakisi Umkambo Ameã,Norma Lúcia Francisco Dias,Candomblé,Angola,Dandalunda,1997,"Rua Dois, Nº89, Soares - Justinopolis",Ribeirao das Neves,MG,32000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5258_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5258_2.jpg
mapeando_axe_2010,3832,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Associação Terreiro de Umbanda Cabocla Rosalina,Ana Luzia dos Santos de Souza,Umbanda,Umbanda / Linha Branca,"Ogum, Iansã",1978,"Rua Engenheiro Fernando Guilhen, 26 VIla Santa Lúcia, Entre Breves e Bernardo Simão, Jurunas",Belém,PA,66030-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3277_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3277_2.jpg
mapeando_axe_2010,3831,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ato Egbe Egbarisá Odu Solá,Valdinete Dornelas de Santana,Candomblé,"Nagô, Jêje",Xangô,1982,"Primeira Travessa da Rua do Latão, 42, Caixa D´Água",Olinda,PE,53210-100,
mapeando_axe_2010,3830,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Aueira de Mariana,Therezinha de Abreu Ramalho,"Tambor de Mina, Pena e Maracá","Tambor de Mina, Pena e Maracá",Ogum,1989,"Rua Padre Manoel Raiol, 185, VIla, Mosqueiro",Belém,PA,66910-040,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/348_1.jpg
mapeando_axe_2010,3829,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Adomen Ilê Oloxumyá Opará,Deusdedit Lídio da Silva,Candomblé,Ketu,Oxum,1977,"Rua Soldado Romildo Ottenenn,184 - Rio XIngu, Ibura",Recife,PE,51240-520,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2975_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2975_2.jpg
mapeando_axe_2010,3828,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé do Ache Ilê Laganji,Edivaldo Martins da Silva,Candomblé,Jêje,"Oiá, Oxum",1965,"Rua Porto Sérgio, 33, Mustardinha",Recife,PE,50760-800,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1913_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1913_2.jpg
mapeando_axe_2010,3827,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Doloxum Ilê Funfun,Esdra José de Souza,Candomblé,"Jurema, Jêje Egbá",Oxum Iyabayé,2003,"Rua da Azeitona, 229, Peixinhos",Olinda,PE,53220-060,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4346_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4346_2.jpg
mapeando_axe_2010,3826,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Aganju Beré,Alano Geraldo dos Santos,Candomblé,"Angola, Ketu","Xangô, Oxum",2002,"Rua Rádio Difusora, 121, Nova Tiúma",São Lourenço da Mata,PE,54727-080,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3034_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3034_2.jpg
mapeando_axe_2010,3825,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Araimbona,Adolfo Feliciano de Castro,Candomblé,Nagô,"Araimbona, Ifá",1958,"Rua Severino Pereira , 646, Salgadinho",Olinda,PE,53110-650,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3003_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3003_2.jpg
mapeando_axe_2010,3824,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê da Loyá,Hélia Silva do Carmo,Candomblé,Nagô,Iansã,1983,"Rua Quipapá, 8574, Butrins",Olinda,PE,53320-180,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1579_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1579_2.jpg
mapeando_axe_2010,3823,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê de Iemanjá Ogunté,Sílvio Caetano Braga,Nagô,Nagô,Iemanjá,1995,"Avenida Beberibe, 3382, Porto da Madeira",Recife,PE,52130-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/557_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/557_2.jpg
mapeando_axe_2010,3822,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê de Oyá,Edmilson Germano da Silva,Nagô,Nagô,Oiá,,"Rua VItoriana, 143, Porto da Madeira",Recife,PE,52130-386,
mapeando_axe_2010,3821,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Ofá Loxé,Thompson Douglas Coelho Bastos,Candomblé,Ketu,Orixá,1986,"Rua Um, Nº34, Loteamento Nova Garapu",Cabo de Santo Agostinho,PE,54500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5438_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5438_2.jpg
mapeando_axe_2010,3820,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Omilaxé,Ginaldo Carneiro VIeira,Nagô Vodum,Nagô Vodum,Oxum,1992,"Rua Ouro Branco, 48, Água Fria",Recife,PE,52111-150,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2942_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2942_2.jpg
mapeando_axe_2010,3819,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Omim Taladê,Doralice Gomes da Silva,Nagô,Nagô,Oxum,2007,"Rua Mato Grosso, 200, Cidade Tabajara",Olinda,PE,53350-760,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2962_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2962_2.jpg
mapeando_axe_2010,3818,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Oxosse Acueran,Adriano Santos Carneiro,Jurema,Jêje,Mestre Manuel Quebra-Pedra,2009,"Rua Cipotnia, 51a, Cordeiro",Recife,PE,50711-080,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2259_1.jpg
mapeando_axe_2010,3817,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Oxum Monjobe,Consuêlo dos Santos Pereira,"Candomblé, Umbanda","Umbanda / Linha Branca, Nagô",Oxum,1970,"Rua Coreimas, 35, Mangabeira",Recife,PE,52110-300,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/415_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/415_2.jpg
mapeando_axe_2010,3816,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Oxum Pandá,Ângela Maria da Silva,Candomblé,"Jêje, Nagô",Pomba Gira Mulambo,1995,"Rua Antônio Carlos de Andrade, 104, Madalena",Recife,PE,50610-040,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2258_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2258_2.jpg
mapeando_axe_2010,3815,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilê Xangô Imolê,Edivaldo João Veríssimo,"Jurema, Nagô","Jurema, Nagô",Xangô Imolê,1979,"Rua Anajas, 150, Vasco da Gama",Recife,PE,52081-542,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1512_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1512_2.jpg
mapeando_axe_2010,3814,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ilé Xangô Onytun Nykere,Gilmar Batista de Souza,Candomblé,Nagô,Xangô,1983,"Rua Aureliano Quintas, 53, Várzea",Recife,PE,50670-394,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1749_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1749_2.jpg
mapeando_axe_2010,3813,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Ileomim Jêje Mahin,Regina Aparecida Jardim,Candomblé,Umbandomblé,Oxum,1991,"Rua Pedro Guerra, 85, Santinho",Ribeirao das Neves,MG,33855-630,
mapeando_axe_2010,3812,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Omulu Genã,Alda da Silva Melo,Candomblé,Jêje Egbá,"Omulu, Iansã",2002,"Rua do Marco, 184, Aguazinha",Olinda,PE,53270-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2881_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2881_2.jpg
mapeando_axe_2010,3811,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Axé Oxalá Obocum,Luís Meneses dos Santos,Batuque,Cabinda,Oxalá,1997,"Rua Tamóios, 174, Parque Índio Jari",VIamão,RS,94495-730,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4473_2.jpg
mapeando_axe_2010,3810,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Bakiso de Dandalunda Laxoque,Márcio Roberto de Jesus Cruz,Candomblé,Angola,Dandalunda,1998,"Rua Lavras,16, Maracanã",Contagem,MG,32042-470,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2512_1.jpg
mapeando_axe_2010,3809,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Bakysso Kassange Maza Kunkueto e Wula Bamburusema,Edísio Barbosa dos Santos,Candomblé,Angola,Exu,2009,"Rua da Páscoa, 16, São José",Belo Horizonte,MG,30820-010,
mapeando_axe_2010,3808,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Barracão de Opará,José Dionízio da Silva,Candomblé,"Nagô, Jêje",Oxum Opará,1985,"Avenida Dinamarca, 260, Tabajara",Olinda,PE,53360-260,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3599_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3599_2.jpg
mapeando_axe_2010,3807,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Barracão do Boiadeiro,Ruy Cesario das Neves,"Candomblé, Outros","Jêje, Jurema, Nagô","Oiá Onira, Oxum Onira",1980,"Rua Beira Rio, 03, Peixinhos",Olinda,PE,53000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3265_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3265_2.jpg
mapeando_axe_2010,3806,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana de Alaketu,Holanda Batista Dias,Candomblé,Jêje Mahin,Orixá,1978,"Avenida dos Sociais, 332, Jardim VItória",Belo Horizonte,MG,31975-415,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/176_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/176_2.jpg
mapeando_axe_2010,3805,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana de Cachoeira,Ailton Marques da Silva,Umbanda,Jurema,"Mestre Cachoeira, Mestre Rio Preto",1997,"1ª Travessa Cinquenta e Um, 21a, Maranguape I",Paulista,PE,53441-216,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2839_1.jpg
mapeando_axe_2010,3804,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana de Jurema,Antônia Cravo de Oliveira,Umbanda,Jurema,Caboclo Miraci Alves de Oliveira,1970,"Passagem 19 de Julho, 36, Telégrafo",Belém,PA,66113-020,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/50_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/50_2.jpg
mapeando_axe_2010,3803,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana de Jurema,Rosângela Araújo Cezar,Pena e Maracá,Pena e Maracá,Cabocla Jurema,2006,"Rua Coronel José do Ó, 1317, VIla, Mosqueiro",Belém,PA,66910-010,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/337_1.jpg
mapeando_axe_2010,3802,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana Espírita Pai Jerônimo,Edmundo Paula Peroba,Umbanda,Angola,Pai Jerônimo,1966,"Rua Juarez, 411, União",Belo Horizonte,MG,31170-700,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/251_1.jpg
mapeando_axe_2010,3801,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana Espírita Pai Xangô,João de Deus Silva,Umbanda,Umbanda / Linha Branca,"Preto Velho, Caboclo",1983,"Rua Florianópolis, 29, Niterói",Betim,MG,32652-200,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/188_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/188_2.jpg
mapeando_axe_2010,3800,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana Espírita Umbandista Caboclo Flecha Dourada,André Luiz do Amor Divino,"Candomblé, Umbanda",Angola,Iansã,1961,"Avenida Barão Homem de Melo, 424, Jardim América",Belo Horizonte,MG,30460-090,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/276_1.jpg
mapeando_axe_2010,3799,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana Espírita Umbandista Caboclo Pena Azul,Geraldo Chamone Sobrinho,Umbanda,Umbanda / Linha Branca,"Oxum, Caboclo Pena Azul",1986,"Rua Professor Benedito Fonseca, 135 - 2º Andar, Dom Joaquim",Belo Horizonte,MG,31920-220,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1586_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1586_2.jpg
mapeando_axe_2010,3798,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Cabana Espírita Umbandista Nossa Senhora da Glória,Nelson Mateus Nogueira,Candomblé,Angola,N`Kosi,1961,"Rua Expedicionário VIcente Ribeiro,  84, Sarandi",Belo Horizonte,MG,31360-740,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5243_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5243_2.jpg
